scores,layer,head
0.31552124,6,8
0.31532323,9,8
0.3152081,4,10
0.315098,13,5
0.31507134,3,2
0.31503168,10,10
0.31474212,13,24
0.3145046,12,21
0.31435585,7,23
0.31419685,12,2
0.3137642,3,10
0.31368133,9,17
0.31362572,13,30
0.3136209,6,4
0.31354278,10,18
0.313525,7,26
0.3135022,7,0
0.31343788,2,17
0.31325313,8,1
0.3125504,15,15
0.31248066,7,24
0.31224295,5,22
0.31224072,3,18
0.31201783,9,27
0.31162754,12,0
0.31117886,9,5
0.31117308,2,4
0.3103163,6,3
0.3103075,11,29
0.3101897,6,24
0.30997655,15,29
0.30990744,14,20
0.3097768,4,9
0.3096916,8,4
0.3095799,5,30
0.3095334,8,12
0.30944616,2,24
0.30932283,4,27
0.30927396,8,22
0.30912766,7,20
0.3086915,7,27
0.3086829,3,24
0.30866182,5,25
0.30865535,1,12
0.30844104,9,30
0.30826437,8,28
0.30824795,13,31
0.30794716,7,13
0.30753732,7,10
0.30701965,7,15
0.3066173,10,11
0.30650824,6,1
0.30648592,9,16
0.3064162,7,16
0.3060365,1,15
0.30599898,8,24
0.3047103,11,8
0.3046154,14,19
0.30460826,13,19
0.3042352,8,3
0.3040447,12,20
0.30399263,10,13
0.30385545,3,22
0.3038146,1,14
0.30294314,4,3
0.3027487,10,16
0.302731,5,27
0.3026117,9,14
0.30246255,7,11
0.3022596,12,29
0.30215952,15,21
0.30179825,9,24
0.3015765,13,27
0.3008584,3,11
0.30055457,8,27
0.30054975,15,10
0.300516,5,3
0.29974842,10,5
0.29926404,7,17
0.2989887,6,21
0.29888344,5,28
0.29746088,6,26
0.29742986,9,11
0.2973649,4,31
0.29719877,12,16
0.29652745,0,20
0.29640546,14,18
0.29634878,12,17
0.2963103,1,21
0.29596946,4,18
0.295653,1,0
0.295612,10,9
0.29557586,8,15
0.29556793,1,19
0.29535618,8,0
0.2952829,9,23
0.2949221,7,22
0.29459783,14,26
0.29432333,5,16
0.29396114,1,6
0.29385945,6,27
0.29362094,13,12
0.29334345,1,7
0.29261407,15,0
0.2923362,6,9
0.29222554,1,2
0.29212925,15,20
0.29154134,4,2
0.2911774,1,9
0.29042205,1,28
0.2902757,9,0
0.28947398,8,5
0.28892156,2,27
0.28859964,15,31
0.2877082,1,13
0.28765595,13,21
0.28685722,1,24
0.28624317,13,8
0.2859846,3,7
0.28543538,5,2
0.28535524,2,12
0.284893,4,11
0.28473607,1,30
0.28398296,1,17
0.28373176,4,15
0.2834166,7,8
0.28321058,13,17
0.28305063,14,9
0.28286827,2,25
0.28285787,7,25
0.2816788,1,4
0.28139335,8,10
0.28132388,6,13
0.28125072,1,1
0.2805419,15,3
0.280124,12,7
0.28007245,7,19
0.2795548,9,19
0.2794854,15,22
0.27908495,13,3
0.2790529,10,12
0.27881157,1,29
0.2787429,12,8
0.27866328,3,28
0.27854347,6,28
0.27838466,7,7
0.27808765,13,11
0.27767664,13,25
0.2774859,0,23
0.277397,5,20
0.27734107,15,28
0.2772977,3,26
0.27726454,4,5
0.27720678,1,5
0.27699918,1,26
0.2763806,6,16
0.27624184,8,2
0.27560052,15,30
0.27347535,9,2
0.27325526,8,25
0.2732389,3,15
0.2727542,1,27
0.27258587,6,31
0.27238896,13,4
0.27238873,4,4
0.27204764,10,3
0.27182618,15,27
0.27106687,3,19
0.27099305,7,21
0.2707636,6,29
0.2699221,9,4
0.26920855,4,25
0.26837212,9,18
0.26741788,8,7
0.26729247,7,14
0.2671242,9,25
0.26661888,14,7
0.26660508,6,15
0.26551038,1,23
0.2651797,12,18
0.26515254,9,31
0.26410067,13,23
0.26406676,13,18
0.26348206,8,16
0.26344123,11,10
0.26312783,12,3
0.26277137,1,8
0.26196867,15,26
0.2613186,13,20
0.26049414,2,7
0.26045933,10,4
0.25963205,15,1
0.25927442,5,19
0.25895482,8,31
0.25828478,1,25
0.25828245,10,17
0.2573007,13,9
0.25595307,7,31
0.25521678,0,24
0.25479862,15,9
0.2535467,13,29
0.2532957,15,24
0.2527423,3,29
0.25252217,6,25
0.25220874,10,0
0.25193563,0,9
0.25176138,3,17
0.25164366,6,23
0.2505977,13,10
0.25023106,9,1
0.25009054,1,22
0.24928102,4,12
0.24834247,1,18
0.248207,9,13
0.2474166,1,10
0.24685368,5,17
0.24672675,9,29
0.24571633,9,6
0.2444614,0,27
0.24383205,1,31
0.24330722,7,1
0.24264918,13,6
0.24236771,1,3
0.24140932,6,30
0.24132353,9,22
0.24095741,8,29
0.23917437,11,11
0.23898134,4,24
0.2385605,15,11
0.23777968,4,26
0.23737106,6,7
0.23567006,5,15
0.23270282,0,0
0.23165244,4,7
0.23077248,12,4
0.22705863,12,22
0.22377641,3,30
0.22366555,5,13
0.22324035,8,14
0.22251388,15,2
0.22244188,8,8
0.22177534,9,21
0.22147729,10,15
0.22083041,14,25
0.21771596,4,13
0.21630691,12,5
0.21577103,5,29
0.21302553,1,11
0.21208447,15,25
0.21173394,8,13
0.21156503,12,1
0.21034785,6,22
0.20969462,6,6
0.20647548,6,5
0.20642439,9,28
0.20466918,5,31
0.20461664,8,26
0.19743508,6,0
0.1957956,8,9
0.19371282,0,10
0.19046591,15,5
0.18985453,5,14
0.18886709,4,14
0.18843311,9,15
0.18710695,6,2
0.18523486,9,26
0.18390647,7,4
0.18373115,0,26
0.18089604,0,3
0.17084788,14,24
0.14765193,1,16
0.14561431,0,11
0.14527954,0,21
0.14387414,15,14
0.14296438,0,1
0.13608925,1,20
0.122637376,9,12
0.037059586,0,2
